cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,Gill-Color
f,f,g,f,n,,c,n,p,e,e,s,s,w,w,p,w,8,p,n,y,u,e,p
,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,8,p,k,y,u,e,g
,y,Y,t,l,,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,n
x,s,Y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,m,e,n
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e,k
x,s,w,t,,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e,g
,s,Y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,n,m,e,g
,s,y,t,,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,s,m,e,k
x,f,g,f,n,,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e,p
,s,y,t,a,,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,p
x,y,W,t,p,f,c,n,p,e,e,s,s,w,w,p,w,8,p,k,s,g,p,p
x,f,w,f,n,,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e,k
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,g,e,w
x,s,y,t,,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,w
b,y,w,t,a,,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,n
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,s,g,e,g
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e,p
b,y,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e,k
,s,y,t,,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,g
f,y,n,t,a,,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e,p
,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e,n
,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,g,e,w
x,y,w,t,p,,c,n,n,e,e,s,s,w,w,p,w,8,p,n,v,g,p,n
x,y,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,n
x,f,w,t,a,,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,p
,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,n,g,e,g
x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,p,k
x,s,y,t,,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,w
x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e,k
x,f,w,t,,f,w,n,n,t,b,s,s,w,w,p,w,8,p,n,v,d,e,n
f,s,w,t,l,,w,n,w,t,b,s,s,w,w,p,w,8,p,n,v,d,e,w
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e,k
f,f,y,t,a,,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e,w
x,s,w,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e,w
,y,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e,n
,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,8,p,n,s,p,e,p
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e,k
x,s,Y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,8,p,n,s,m,e,n
x,y,n,t,p,,c,n,n,e,e,s,s,w,w,p,w,8,p,n,v,u,p,n
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,n,g,e,w
b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,n,g,e,g
x,y,N,t,,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,p,w
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,m,e,n
b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,n,m,e,w
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,g,e,n
x,y,w,t,l,,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e,g
x,f,N,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e,p
x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,8,p,k,y,g,e,w
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,n,s,g,e,n
x,f,g,f,,f,c,n,g,e,e,s,s,w,w,p,w,8,p,n,v,u,e,g
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,8,p,k,y,g,e,n
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,8,p,n,s,g,e,k
b,y,W,t,a,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,n,g,e,n
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,s,m,e,g
f,f,Y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,8,p,n,v,d,e,p
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,s,g,e,g
x,f,n,f,,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e,n
,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,n
x,s,y,t,a,,c,b,n,e,c,s,s,w,w,p,w,8,p,n,n,m,e,n
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,8,e,k,s,g,e,n
,f,N,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,e,g
f,s,g,f,,,w,b,h,t,e,f,f,w,w,p,w,8,e,n,a,g,e,h
f,y,n,t,a,,c,b,p,e,r,s,y,w,w,p,w,8,p,n,s,p,e,p
b,y,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e,k
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,s,m,e,k
x,y,y,t,,f,c,b,w,e,r,s,y,w,w,p,w,8,p,k,s,p,e,w
s,f,g,f,,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e,g
f,y,n,t,,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e,p
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p,k
x,y,y,t,,f,c,b,p,e,r,s,y,w,w,p,w,8,p,n,y,p,e,p
,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,g,e,w
x,f,n,f,,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e,h
x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e,p
f,s,n,f,n,,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e,k
f,y,n,t,,f,c,b,n,e,r,s,y,w,w,p,w,8,p,n,s,p,e,n
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,n,g,e,w
f,f,n,f,n,,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e,p
x,y,y,t,a,,c,b,w,e,r,s,y,w,w,p,w,8,p,n,s,p,e,w
x,f,y,t,,f,w,n,p,t,b,s,s,w,w,p,w,8,p,u,v,d,e,p
b,y,Y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,n,g,e,g
,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e,n
,y,y,t,,f,c,b,w,e,r,s,y,w,w,p,w,8,p,n,s,g,e,w
f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,8,p,k,y,g,e,n
x,s,y,t,,,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e,w
s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,8,p,n,y,u,e,n
x,s,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e,k
b,s,w,t,,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,n,g,e,n
s,f,n,f,,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e,k
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e,n
x,y,Y,t,l,,c,b,k,e,c,s,s,w,w,p,w,8,p,n,n,g,e,k
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,8,p,n,s,g,e,k
x,y,n,t,,,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
x,s,w,f,,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e,k
,y,W,t,a,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,m,e,w
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,n,g,e,g
x,f,n,t,,,c,b,n,t,b,s,s,g,w,p,w,8,p,n,y,d,e,n
,s,n,t,,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p,w
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,8,p,k,y,p,e,w
x,s,n,f,n,,w,b,n,t,e,s,s,w,w,p,w,8,e,k,a,g,e,n
,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e,n
,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e,w
b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,8,p,n,s,m,e,n
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,n,m,e,g
b,y,W,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e,n
x,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,8,p,n,v,u,e,k
f,y,N,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e,w
x,f,g,f,,f,w,b,h,t,e,f,f,w,w,p,w,8,e,n,a,g,e,h
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,8,p,n,n,m,e,k
,y,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e,w
x,f,G,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,e,n
x,s,n,t,,f,c,n,p,e,e,s,s,w,w,p,w,8,p,n,s,u,p,p
b,y,w,t,,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,n,g,e,w
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,n,m,e,n
x,y,N,t,p,,c,n,p,e,e,s,s,w,w,p,w,8,p,n,v,u,p,p
b,s,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,m,e,w
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e,k
,y,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,m,e,n
,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e,n
,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,s,m,e,g
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e,g
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,8,p,n,y,p,e,w
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e,w
x,s,n,f,,f,w,b,n,t,e,f,f,w,w,p,w,8,e,k,s,g,e,n
x,y,n,t,,f,c,b,n,e,r,s,y,w,w,p,w,8,p,n,s,p,e,n
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,8,p,k,y,g,e,n
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,8,p,k,v,g,p,k
,y,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,n,g,e,w
x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,8,p,u,v,d,e,p
x,s,n,t,,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p,w
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,n,g,e,k
f,f,G,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e,h
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,g,e,n
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,m,e,w
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,8,p,n,s,u,p,p
f,y,N,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e,w
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e,n
x,s,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,8,p,n,v,d,e,n
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,8,p,n,y,p,e,n
b,s,W,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e,k
x,s,w,f,,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e,p
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,8,p,n,v,u,e,n
,y,W,t,,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,s,g,e,g
x,y,y,t,,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,e,n
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,s,g,e,g
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,g,e,w
f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,n
,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,w
x,f,y,t,,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e,n
x,y,w,t,l,,c,b,g,e,c,s,s,w,w,p,w,8,p,n,n,m,e,g
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,8,p,n,n,m,e,k
x,y,n,t,,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e,p
,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e,n
x,y,W,t,,,c,b,g,e,c,s,s,w,w,p,w,8,p,k,s,m,e,g
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,8,p,k,y,p,e,p
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,n,m,e,n
,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,w
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,e,p
x,s,w,t,,f,c,b,n,e,c,s,s,w,w,p,w,8,p,n,n,g,e,n
,y,n,t,l,,c,b,n,e,r,s,y,w,w,p,w,8,p,k,s,g,e,n
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,m,e,w
x,f,n,t,n,,c,b,n,t,b,s,s,g,p,p,w,8,p,n,y,d,e,n
x,y,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,8,p,n,s,m,e,k
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e,g
,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e,g
x,f,y,t,l,,w,n,p,t,b,s,s,w,w,p,w,8,p,n,v,d,e,p
b,s,w,t,,,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,g
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e,h
b,s,w,t,a,,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e,k
,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,m,e,w
,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e,n
f,y,n,t,,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e,w
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e,k
f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,8,p,n,s,g,e,n
,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e,g
,y,Y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e,w
x,f,n,f,,f,c,n,k,e,e,s,s,w,w,p,w,8,p,k,v,u,e,k
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,e,p
x,s,w,t,a,,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e,g
,s,Y,t,l,,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e,g
b,y,y,t,,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,n,g,e,g
f,y,Y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e,w
x,y,y,t,l,,c,b,g,e,c,s,s,w,w,p,w,8,p,k,n,g,e,g
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,w
f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,8,p,u,v,d,e,n
s,f,g,f,n,,c,n,k,e,e,s,s,w,w,p,w,8,p,k,y,u,e,k
f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,n
f,f,g,f,,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e,k
x,f,n,f,n,,c,n,p,e,e,s,s,w,w,p,w,8,p,n,y,u,e,p
b,y,W,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e,w
x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,p
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,m,e,n
b,y,y,t,,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,s,m,e,k
b,y,y,t,,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,s,g,e,g
,s,w,t,,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e,p
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,e,g
f,s,w,t,,,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,w
f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e,p
x,y,w,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e,w
s,f,n,f,n,,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,e,p
x,y,n,t,l,,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e,n
,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e,n
f,f,y,t,,f,w,n,n,t,b,s,s,w,w,p,w,8,p,u,v,d,e,n
f,s,N,t,p,f,c,n,p,e,e,s,s,w,w,p,w,8,p,n,s,g,p,p
x,s,n,t,,,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p,k
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e,w
x,y,y,t,,f,c,b,w,e,r,s,y,w,w,p,w,8,p,k,s,g,e,w
,s,y,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e,k
f,f,w,f,,f,w,b,h,t,e,f,s,w,w,p,w,8,e,n,a,g,e,h
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,e,p
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e,n
b,s,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,w
,s,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,n,g,e,w
b,y,y,t,,f,c,b,g,e,c,s,s,w,w,p,w,8,p,k,n,g,e,g
,s,w,t,,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e,g
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e,w
b,y,y,t,,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,g,e,w
x,s,n,t,p,,c,n,n,e,e,s,s,w,w,p,w,8,p,n,v,g,p,n
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e,p
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e,p
x,f,w,t,,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,n
,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,e,p
f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,8,p,n,y,u,e,k
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e,k
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e,n
s,f,g,f,,f,c,n,n,e,e,s,s,w,w,p,w,8,p,n,v,u,e,n
x,f,N,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,e,k
x,f,w,f,n,,w,b,h,t,e,f,s,w,w,p,w,8,e,n,a,g,e,h
,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e,n
b,s,y,t,,,c,b,k,e,c,s,s,w,w,p,w,8,p,k,n,g,e,k
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e,k
x,y,Y,t,,,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e,k
x,s,w,t,l,,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,w
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,s,g,e,n
f,y,y,t,,f,c,b,p,e,r,s,y,w,w,p,w,8,p,n,y,p,e,p
x,s,n,t,p,,c,n,n,e,e,s,s,w,w,p,w,8,p,n,s,u,p,n
f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,8,p,k,y,u,e,n
b,s,y,t,l,,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,g,e,w
f,y,N,t,a,f,c,b,w,e,r,s,y,w,w,p,w,8,p,n,s,p,e,w
,s,y,t,,f,c,b,k,e,c,s,s,w,w,p,w,8,p,n,s,m,e,k
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e,k
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e,w
,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e,n
x,s,w,t,,,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,n
x,y,w,t,,f,c,n,n,e,e,s,s,w,w,p,w,8,p,k,s,g,p,n
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,8,p,k,y,p,e,w
f,s,n,t,,,c,n,k,e,e,s,s,w,w,p,w,8,p,k,s,g,p,k
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,8,e,k,s,g,e,k
,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e,k
s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,8,p,k,v,u,e,p
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,s,m,e,g
f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e,p
,s,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e,n
f,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,8,e,k,s,g,e,p
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,8,p,n,s,g,p,n
x,y,Y,t,,f,c,b,p,e,r,s,y,w,w,p,w,8,p,k,s,g,e,p
f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e,n
x,s,w,t,a,,c,b,w,e,c,s,s,w,w,p,w,8,p,k,s,m,e,w
b,y,y,t,l,,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e,g
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e,g
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,8,p,u,v,d,e,p
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,g
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,e,n
x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e,h
x,y,y,t,,f,c,b,p,e,r,s,y,w,w,p,w,8,p,k,s,p,e,p
f,s,w,t,l,,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,p
x,s,y,t,,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,s,g,e,k
,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,e,p
x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,8,p,k,v,u,p,k
,f,w,t,,,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e,w
,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e,w
,y,y,t,,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,n,m,e,g
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,8,p,n,s,g,e,g
x,s,y,t,,f,w,n,w,t,b,s,s,w,w,p,w,8,p,u,v,d,e,w
x,s,Y,t,,f,w,n,n,t,b,s,s,w,w,p,w,8,p,u,v,d,e,n
,f,w,f,,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e,n
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,m,e,w
,y,w,t,p,,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,p,w
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e,g
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,8,e,k,s,g,e,k
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,8,p,n,s,g,p,n
b,y,w,t,,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,w
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,n,m,e,k
f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,n
x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,n,g,e,k
b,y,w,t,,,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e,w
,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e,w
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,8,p,n,s,g,e,w
x,f,n,f,n,,c,n,p,e,e,s,s,w,w,p,w,8,p,n,v,u,e,p
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,8,p,n,s,g,e,n
x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e,w
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,8,p,n,s,g,p,w
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,g
